Classe2;Sample.ID;PC1;PC2;PC3;PC4;PC5
BIOFILTRO;8;0.569278219545016;-1.3111107484888884;-1.1662790952703792;0.6619587206373204;0.1133867609900677
BIOFILTRO;8;7.163663715873276;-3.630181930209721;-1.8056527321417937;0.7790231358052633;-0.22134234793738367
BIOFILTRO;18;4.896224354684661;-2.343400457841621;-0.9982969450560765;0.7331485608791204;0.27563453909680197
BIOFILTRO;18;3.2912464242888886;-1.0634300921161888;-0.038029731995582794;0.5997533926076026;0.4207582272291122
BIOFILTRO;49;-1.2218227492873834;-0.35448017651291536;-0.4511880586795777;1.1660572302824996;-0.4263271805946846
BIOFILTRO;18;-0.7056648274084947;-0.30671417007849683;-0.7755733283262218;0.7704766948443659;0.38381385808498014
BIOFILTRO;33;5.485458981037912;-0.5085378068058221;1.1036777954921082;0.16576529331725975;-0.0014377021198346697
BIOFILTRO;18;0.35889601574277635;-0.7488721324962163;-0.6889053669190971;0.8127621094238122;0.4332525787000745
BIOFILTRO;33;7.982825673889873;-1.7595116143529719;0.610907807558591;-0.23874886535104697;-0.11481167279038897
BIOFILTRO;38;6.78914705446097;-2.364773205269656;-0.28148188339094493;0.3595348371959022;0.18336535296385276
BIOFILTRO;38;6.88039014981312;-2.0709383285343503;-0.07846575321131699;0.407426563423735;0.3225580057788156
BIOFILTRO;38;5.394523363960861;-1.2578947705866594;0.2327566826287461;0.5568448825048077;0.24488049688584773
BIOFILTRO;38;3.693562755623566;-0.32211984467531435;0.7048413837482705;0.5859307096672612;0.2819599276346594
BIOFILTRO;33;6.326534035695633;-1.623484528179295;0.35187502926729575;0.312973895989326;0.14971232162375656
BIOFILTRO;49;-3.591073438673989;0.86776566742645;-0.19255745601627472;1.4841225285757915;-0.8783520320076966
BIOGAS;32;-0.3408062046867255;0.6558908493247094;1.189870088566657;-0.1305300422809029;0.4126426172387469
BIOGAS;32;-0.11217175264949511;0.8696782742588365;1.3811584229676483;-0.14025793672107112;0.2583066308738245
BIOGAS;36;-0.30520408442449787;-0.012390260195646253;0.5711654469760266;-0.011153305948014778;0.5102246185802548
BIOGAS;5;-1.7116674405757881;-1.9590557730698097;-0.8532210724450091;0.04609171677990024;0.23953085780352062
BIOGAS;36;-0.33452363383575306;0.19202293988479743;0.7360618089866761;-0.029250568151327656;0.5046033083120725
BIOGAS;48;-2.3609687980340546;-0.4925599029851051;-0.3846204445550175;0.8942983337080318;-0.4775592978653479
BIOGAS;48;-0.7542001485356533;-0.9328868411125897;-0.4338853646234718;0.7283632443777303;-0.262153719459509
BIOGAS;48;-0.5618620214026913;0.2973513522951898;1.2110839078751934;0.3521902314574423;-0.511853802749786
BIOGAS;48;1.2047777232379708;0.8921043715649013;-0.08420723912553968;0.9440460719380124;-0.6707559208363262
BIOGAS;36;-0.24504412844674553;0.24876735942196132;0.7822232553597017;0.005802918944879924;0.44048663236691243
BIOGAS;36;-0.3694147835362788;0.42506077580938667;0.9373499606534929;-0.10625724935188051;0.3562844075175423
BIOGAS;36;-0.41538941707088217;0.6754101766203994;1.1025384308084734;-0.17360280200059885;0.1737233948388421
BIOGAS;32;-0.3841396935466976;0.2718800731257747;0.8368833437157642;-0.031084053569646716;0.4635782234563767
BIOGAS;48;1.2092424669552408;0.6875471815029202;-0.2065096247818027;1.0081354824615574;-0.6775061167192039
BIOGAS;32;0.20445242044288792;0.6167086162166778;1.2677199858350838;-0.00042397162116044815;0.5526741218035449
BIOGAS;5;-1.5199353081847355;-1.9394370495218018;-0.9085231953092027;0.02208532636361294;0.3849171622236237
BIOGAS;5;-0.9531399471479932;-1.475197984295617;-0.8657656953772472;0.4514042766228472;0.6743508871790539
BIOGAS;21;-1.8220939681071924;-0.8488482961092729;-0.639485512447079;0.4678788676371533;0.6060929294694457
BIOGAS;21;-2.1909141954240035;-0.6448819561853992;-0.6875493966792346;0.6319314814972736;0.5297037668044755
BIOGAS;21;-1.6699348002175416;-0.22940847764283234;-0.30371447089059567;0.6394852337588225;0.48398558974839345
BIOGAS;21;-0.6084666831103955;-0.06768478726890084;-0.14938702878994803;0.5209878958552211;0.4574131001191375
BIOGAS;17;-0.47475403750890305;-0.6376535128330985;-0.4372550302061833;0.6302210945318008;0.7271589443214173
BIOGAS;17;-0.7907666955893909;-0.28750687438515604;-0.32083813618312945;0.5178501805489898;0.592682993521096
BIOGAS;17;-1.0112065256353495;-1.0309495682975796;-0.7032176559648604;0.6008957074996544;0.6534010527353667
FORSU;2;-2.4917602785242052;-1.8407385558808642;-0.8315713173656487;-0.8696444958071702;0.09344693969865314
FORSU;35;-1.8297615106087346;-0.20784582983892788;0.6903208850524308;-0.8041407860153539;-0.4646813899323455
FORSU;35;-1.5918697372256536;-0.31416218045434907;0.5733949604740014;-0.6388058827499282;-0.19127167237421275
FORSU;35;-1.9497038847214776;-0.5508042742825584;0.3826629773240649;-0.7153263614379307;-0.2578505412428617
